REF_DATE,GEO,Gender,Type of corporation,Industry,VALUE
2018,Quebec,Men,Total all corporations,Manufacturing,28.0
2018,Quebec,Men,Total all corporations,Manufacturing,100.0
2018,Quebec,Men,Total all corporations,Manufacturing,75.0
2018,Quebec,Men,Total all corporations,Manufacturing,36.0
2018,Quebec,Men,Total all corporations,Manufacturing,39.0
2018,Quebec,Men,Total all corporations,Construction,57.0
2018,Quebec,Men,Total all corporations,Construction,16.0
2018,Quebec,Men,Total all corporations,Construction,6.0
2018,Quebec,Men,Total all corporations,Construction,10.0
2018,Quebec,Men,Total all corporations,Construction,24.0
2018,Quebec,Men,Total all corporations,Construction,5.0
2018,Quebec,Men,Total all corporations,Construction,2.0
2018,Quebec,Men,Total all corporations,Construction,3.0
2018,Quebec,Men,Total all corporations,Construction,16.0
2018,Quebec,Men,Total all corporations,Construction,8.0
2018,Quebec,Men,Total all corporations,Construction,3.0
2018,Quebec,Men,Total all corporations,Construction,5.0
2018,Quebec,Men,Total all corporations,Construction,14.0
2018,Quebec,Men,Total all corporations,Construction,2.0
2018,Quebec,Men,Total all corporations,Construction,1.0
2018,Quebec,Men,Total all corporations,Construction,1.0
2018,Quebec,Men,Total all corporations,Construction,3.0
2018,Quebec,Men,Total all corporations,Construction,1.0
2018,Quebec,Men,Total all corporations,Construction,0.0
2018,Quebec,Men,Total all corporations,Construction,1.0
2018,Quebec,Men,Total all corporations,Other industry,959.0
2018,Quebec,Men,Total all corporations,Other industry,531.0
2018,Quebec,Men,Total all corporations,Other industry,217.0
2018,Quebec,Men,Total all corporations,Other industry,314.0
2018,Quebec,Men,Total all corporations,Other industry,386.0
2018,Quebec,Men,Total all corporations,Other industry,220.0
2018,Quebec,Men,Total all corporations,Other industry,87.0
2018,Quebec,Men,Total all corporations,Other industry,133.0
2018,Quebec,Men,Total all corporations,Other industry,322.0
2018,Quebec,Men,Total all corporations,Other industry,122.0
2018,Quebec,Men,Total all corporations,Other industry,43.0
2018,Quebec,Men,Total all corporations,Other industry,79.0
2018,Quebec,Men,Total all corporations,Other industry,108.0
2018,Quebec,Men,Total all corporations,Other industry,79.0
2018,Quebec,Men,Total all corporations,Other industry,41.0
2018,Quebec,Men,Total all corporations,Other industry,38.0
2018,Quebec,Men,Total all corporations,Other industry,143.0
2018,Quebec,Men,Total all corporations,Other industry,110.0
2018,Quebec,Men,Total all corporations,Other industry,46.0
2018,Quebec,Men,Total all corporations,Other industry,64.0
2018,Quebec,Men,Total all corporations,Unclassified industry,37.0
2018,Quebec,Men,Total all corporations,Unclassified industry,20.0
2018,Quebec,Men,Total all corporations,Unclassified industry,13.0
2018,Quebec,Men,Total all corporations,Unclassified industry,7.0
2018,Quebec,Men,Total all corporations,Unclassified industry,23.0
2018,Quebec,Men,Total all corporations,Unclassified industry,17.0
2018,Quebec,Men,Total all corporations,Unclassified industry,11.0
2018,Quebec,Men,Total all corporations,Unclassified industry,6.0
2018,Quebec,Men,Total all corporations,Unclassified industry,5.0
2018,Quebec,Men,Total all corporations,Unclassified industry,3.0
2018,Quebec,Men,Total all corporations,Unclassified industry,2.0
2018,Quebec,Men,Total all corporations,Unclassified industry,1.0
2018,Quebec,Men,Total all corporations,Unclassified industry,9.0
2018,Quebec,Men,Total all corporations,Unclassified industry,0.0
2018,Quebec,Men,Total all corporations,Unclassified industry,0.0
2018,Quebec,Men,Total all corporations,Unclassified industry,0.0
2018,Quebec,Men,Total all corporations,Unclassified industry,0.0
2018,Quebec,Men,Total all corporations,Unclassified industry,0.0
2018,Quebec,Men,Total all corporations,Unclassified industry,0.0
2018,Quebec,Men,Total all corporations,Unclassified industry,0.0
2018,Ontario,Women,Total all corporations,Finance,605.0
2018,Ontario,Women,Total all corporations,Finance,1024.0
2018,Ontario,Women,Total all corporations,Finance,252.0
2018,Ontario,Women,Total all corporations,Finance,772.0
2018,Ontario,Women,Total all corporations,Finance,114.0
2018,Ontario,Women,Total all corporations,Finance,251.0
2018,Ontario,Women,Total all corporations,Finance,79.0
2018,Ontario,Women,Total all corporations,Finance,172.0
2018,Ontario,Women,Total all corporations,Finance,111.0
2018,Ontario,Women,Total all corporations,Finance,210.0
2018,Ontario,Women,Total all corporations,Finance,52.0
2018,Ontario,Women,Total all corporations,Finance,158.0
2018,Ontario,Women,Total all corporations,Finance,125.0
2018,Ontario,Women,Total all corporations,Finance,251.0
2018,Ontario,Women,Total all corporations,Finance,54.0
2018,Ontario,Women,Total all corporations,Finance,197.0
2018,Ontario,Women,Total all corporations,Finance,255.0
2018,Ontario,Women,Total all corporations,Finance,312.0
2018,Ontario,Women,Total all corporations,Finance,67.0
2018,Ontario,Women,Total all corporations,Finance,245.0
2018,Ontario,Women,Total all corporations,Utilities,23.0
2018,Ontario,Women,Total all corporations,Utilities,23.0
2018,Ontario,Women,Total all corporations,Utilities,12.0
2018,Ontario,Women,Total all corporations,Utilities,11.0
2018,Ontario,Women,Total all corporations,Utilities,0.0
2018,Ontario,Women,Total all corporations,Utilities,2.0
2018,Ontario,Women,Total all corporations,Utilities,0.0
2018,Ontario,Women,Total all corporations,Utilities,2.0
2018,Ontario,Women,Total all corporations,Utilities,5.0
2018,Ontario,Women,Total all corporations,Utilities,1.0
2018,Ontario,Women,Total all corporations,Utilities,0.0
2018,Ontario,Women,Total all corporations,Utilities,1.0
2018,Ontario,Women,Total all corporations,Utilities,0.0
2018,Ontario,Women,Total all corporations,Utilities,2.0
2018,Ontario,Women,Total all corporations,Utilities,0.0
2018,Ontario,Women,Total all corporations,Utilities,2.0
2018,Ontario,Women,Total all corporations,Utilities,18.0
2018,Ontario,Women,Total all corporations,Utilities,18.0
2018,Ontario,Women,Total all corporations,Utilities,12.0
2018,Ontario,Women,Total all corporations,Utilities,6.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,227.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,231.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,68.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,163.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,32.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,40.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,14.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,26.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,50.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,78.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,28.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,50.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,72.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,45.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,14.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,31.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,73.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,68.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,12.0
2018,Ontario,Women,Total all corporations,Management of companies and enterprises,56.0
2018,Ontario,Women,Total all corporations,Distributive trade,69.0
2018,Ontario,Women,Total all corporations,Distributive trade,47.0
2018,Ontario,Women,Total all corporations,Distributive trade,19.0
2018,Ontario,Women,Total all corporations,Distributive trade,28.0
2018,Ontario,Women,Total all corporations,Distributive trade,3.0
2018,Ontario,Women,Total all corporations,Distributive trade,3.0
2018,Ontario,Women,Total all corporations,Distributive trade,0.0
2018,Ontario,Women,Total all corporations,Distributive trade,3.0
2018,Ontario,Women,Total all corporations,Distributive trade,5.0
2018,Ontario,Women,Total all corporations,Distributive trade,6.0
2018,Ontario,Women,Total all corporations,Distributive trade,1.0
2018,Ontario,Women,Total all corporations,Distributive trade,5.0
2018,Ontario,Women,Total all corporations,Distributive trade,14.0
2018,Ontario,Women,Total all corporations,Distributive trade,8.0
2018,Ontario,Women,Total all corporations,Distributive trade,2.0
2018,Ontario,Women,Total all corporations,Distributive trade,6.0
2018,Ontario,Women,Total all corporations,Distributive trade,47.0
2018,Ontario,Women,Total all corporations,Distributive trade,30.0
2018,Ontario,Women,Total all corporations,Distributive trade,16.0
2018,Ontario,Women,Total all corporations,Distributive trade,14.0
2018,Ontario,Women,Total all corporations,Energy,8.0
2018,Ontario,Women,Total all corporations,Energy,7.0
2018,Ontario,Women,Total all corporations,Energy,2.0
2018,Ontario,Women,Total all corporations,Energy,5.0
2018,Ontario,Women,Total all corporations,Energy,3.0
2018,Ontario,Women,Total all corporations,Energy,1.0
2018,Ontario,Women,Total all corporations,Energy,0.0
2018,Ontario,Women,Total all corporations,Energy,1.0
2018,Ontario,Women,Total all corporations,Energy,0.0
2018,Ontario,Women,Total all corporations,Energy,1.0
2018,Ontario,Women,Total all corporations,Energy,0.0
2018,Ontario,Women,Total all corporations,Energy,1.0
2018,Ontario,Women,Total all corporations,Energy,0.0
2018,Ontario,Women,Total all corporations,Energy,3.0
2018,Ontario,Women,Total all corporations,Energy,1.0
2018,Ontario,Women,Total all corporations,Energy,2.0
2018,Ontario,Women,Total all corporations,Energy,5.0
2018,Ontario,Women,Total all corporations,Energy,2.0
2018,Ontario,Women,Total all corporations,Energy,1.0
2018,Ontario,Women,Total all corporations,Energy,1.0
2018,Ontario,Women,Total all corporations,Manufacturing,31.0
2018,Ontario,Women,Total all corporations,Manufacturing,39.0
2018,Ontario,Women,Total all corporations,Manufacturing,14.0
2018,Ontario,Women,Total all corporations,Manufacturing,25.0
2018,Ontario,Women,Total all corporations,Manufacturing,1.0
2018,Ontario,Women,Total all corporations,Manufacturing,0.0
2018,Ontario,Women,Total all corporations,Manufacturing,0.0
2018,Ontario,Women,Total all corporations,Manufacturing,0.0
2018,Ontario,Women,Total all corporations,Manufacturing,2.0
2018,Ontario,Women,Total all corporations,Manufacturing,6.0
2018,Ontario,Women,Total all corporations,Manufacturing,2.0
2018,Ontario,Women,Total all corporations,Manufacturing,4.0
2018,Ontario,Women,Total all corporations,Manufacturing,3.0
2018,Ontario,Women,Total all corporations,Manufacturing,18.0
2018,Ontario,Women,Total all corporations,Manufacturing,6.0
2018,Ontario,Women,Total all corporations,Manufacturing,12.0
2018,Ontario,Women,Total all corporations,Manufacturing,25.0
2018,Ontario,Women,Total all corporations,Manufacturing,15.0
2018,Ontario,Women,Total all corporations,Manufacturing,6.0
2018,Ontario,Women,Total all corporations,Manufacturing,9.0
2018,Ontario,Women,Total all corporations,Construction,24.0
2018,Ontario,Women,Total all corporations,Construction,47.0
2018,Ontario,Women,Total all corporations,Construction,32.0
2018,Ontario,Women,Total all corporations,Construction,15.0
2018,Ontario,Women,Total all corporations,Construction,17.0
2018,Ontario,Women,Total all corporations,Construction,34.0
2018,Ontario,Women,Total all corporations,Construction,24.0
2018,Ontario,Women,Total all corporations,Construction,10.0
2018,Ontario,Women,Total all corporations,Construction,2.0
2018,Ontario,Women,Total all corporations,Construction,3.0
2018,Ontario,Women,Total all corporations,Construction,1.0
2018,Ontario,Women,Total all corporations,Construction,2.0
2018,Ontario,Women,Total all corporations,Construction,2.0
2018,Ontario,Women,Total all corporations,Construction,1.0
2018,Ontario,Women,Total all corporations,Construction,0.0
2018,Ontario,Women,Total all corporations,Construction,1.0
2018,Ontario,Women,Total all corporations,Construction,3.0
2018,Ontario,Women,Total all corporations,Construction,9.0
2018,Ontario,Women,Total all corporations,Construction,7.0
2018,Ontario,Women,Total all corporations,Construction,2.0
2018,Ontario,Women,Total all corporations,Other industry,284.0
2018,Ontario,Women,Total all corporations,Other industry,321.0
2018,Ontario,Women,Total all corporations,Other industry,98.0
2018,Ontario,Women,Total all corporations,Other industry,223.0
2018,Ontario,Women,Total all corporations,Other industry,65.0
2018,Ontario,Women,Total all corporations,Other industry,125.0
2018,Ontario,Women,Total all corporations,Other industry,42.0
2018,Ontario,Women,Total all corporations,Other industry,83.0
2018,Ontario,Women,Total all corporations,Other industry,71.0
2018,Ontario,Women,Total all corporations,Other industry,82.0
2018,Ontario,Women,Total all corporations,Other industry,22.0
2018,Ontario,Women,Total all corporations,Other industry,60.0
2018,Ontario,Women,Total all corporations,Other industry,64.0
2018,Ontario,Women,Total all corporations,Other industry,45.0
2018,Ontario,Women,Total all corporations,Other industry,13.0
2018,Ontario,Women,Total all corporations,Other industry,32.0
2018,Ontario,Women,Total all corporations,Other industry,84.0
2018,Ontario,Women,Total all corporations,Other industry,69.0
2018,Ontario,Women,Total all corporations,Other industry,21.0
2018,Ontario,Women,Total all corporations,Other industry,48.0
2018,Ontario,Women,Total all corporations,Unclassified industry,37.0
2018,Ontario,Women,Total all corporations,Unclassified industry,55.0
2018,Ontario,Women,Total all corporations,Unclassified industry,21.0
2018,Ontario,Women,Total all corporations,Unclassified industry,34.0
2018,Ontario,Women,Total all corporations,Unclassified industry,25.0
2018,Ontario,Women,Total all corporations,Unclassified industry,41.0
2018,Ontario,Women,Total all corporations,Unclassified industry,19.0
2018,Ontario,Women,Total all corporations,Unclassified industry,22.0
